transcript_id	gene_id	count
NM_001347664	ACVR1	0
NM_001347665	ACVR1	0
NM_001347666	ACVR1	53
NM_001347667	ACVR1	39
NM_004302	ACVR1B	813
NM_020327	ACVR1B	27
NM_020328	ACVR1B	13
NM_001111031	ACVR1C	66
NM_001111032	ACVR1C	73
NM_001111033	ACVR1C	0
NM_145259	ACVR1C	0
NM_001278579	ACVR2A	91
NM_001278580	ACVR2A	9
NM_001616	ACVR2A	1286
NM_001106	ACVR2B	19827
NR_028389	ACVR2B-AS1	84
NM_000020	ACVRL1	0
NM_001077401	ACVRL1	5
NM_000666	ACY1	681
NM_001198895	ACY1	0
NM_001198896	ACY1	0
NM_001198897	ACY1	31
NM_001198898	ACY1	41
NM_080658	ACY3	0
NM_001107	ACYP1	150
NM_001302616	ACYP1	0
NM_001302617	ACYP1	8
NR_126393	ACYP1	11
NR_126394	ACYP1	6
NR_126395	ACYP1	0
NM_001320586	ACYP2	27
NM_001320587	ACYP2	0
NM_001320588	ACYP2	0
NM_001320589	ACYP2	0
NM_001320590	ACYP2	9
NM_138448	ACYP2	1
NM_000022	ADA	115
NM_001322050	ADA	0
NM_001322051	ADA	8
NR_136160	ADA	21
NM_001282225	ADA2	0
NM_001282226	ADA2	0
NM_001282227	ADA2	0
NM_001282228	ADA2	14
NM_001282229	ADA2	0
NM_177405	ADA2	221
NM_001159285	ADAD1	0
NM_001159295	ADAD1	0
NM_139243	ADAD1	0
NM_001145400	ADAD2	37
NM_139174	ADAD2	4
NM_001012969	ADAL	27
NM_001159280	ADAL	99
NM_001324364	ADAL	26
NM_001324365	ADAL	0
NM_001324366	ADAL	195
NM_001324367	ADAL	0
NM_001324368	ADAL	0
NM_001110	ADAM10	12157
NM_001320570	ADAM10	395
NM_001318933	ADAM11	46
NM_002390	ADAM11	125
NM_001288973	ADAM12	26
NM_001288974	ADAM12	0
NM_001288975	ADAM12	8
NM_003474	ADAM12	1
NM_021641	ADAM12	0
NM_001261464	ADAM15	38
NM_001261465	ADAM15	22
NM_001261466	ADAM15	39
NM_003815	ADAM15	181
NM_207191	ADAM15	0
NM_207194	ADAM15	74
NM_207195	ADAM15	359
NM_207196	ADAM15	532
NM_207197	ADAM15	390
NR_048577	ADAM15	28
NR_048578	ADAM15	0
NR_048579	ADAM15	0
NM_001382777	ADAM17	0
NM_001382778	ADAM17	104
NM_003183	ADAM17	2808
NM_001190956	ADAM18	1
NM_001320313	ADAM18	0
NM_014237	ADAM18	0
NR_135201	ADAM18	0
NM_033274	ADAM19	1847
NM_001278113	ADAM2	0
NM_001278114	ADAM2	0
NM_001464	ADAM2	0
NM_003814	ADAM20	24
NR_037933	ADAM20P1	61
NM_003813	ADAM21	21
NR_003951	ADAM21P1	3
NM_001324417	ADAM22	90
NM_001324418	ADAM22	1
NM_001324419	ADAM22	0
NM_001324420	ADAM22	51
NM_001324421	ADAM22	99
NM_004194	ADAM22	0
NM_016351	ADAM22	1051
NM_021721	ADAM22	456
NM_021722	ADAM22	885
NM_021723	ADAM22	0
NM_003812	ADAM23	1554
NM_001304351	ADAM28	11
NM_014265	ADAM28	0
NM_021777	ADAM28	14
NR_130709	ADAM28	0
NR_130710	ADAM28	7
NM_001130703	ADAM29	0
NM_001130704	ADAM29	0
NM_001130705	ADAM29	0
NM_001278125	ADAM29	0
NM_001278126	ADAM29	0
NM_001278127	ADAM29	0
NM_014269	ADAM29	0
NM_021794	ADAM30	0
NM_001313994	ADAM32	5
NM_145004	ADAM32	4
NM_001282447	ADAM33	181
NM_025220	ADAM33	7
NM_153202	ADAM33	43
NR_001569	ADAM3A	0
NR_024106	ADAM3A	0
NR_024107	ADAM3A	0
NR_073423	ADAM3A	0
NR_144553	ADAM3B	18
NR_001448	ADAM5	0
NR_002224	ADAM6	0
NM_003817	ADAM7	0
NM_001109	ADAM8	146
NM_001164489	ADAM8	0
NM_001164490	ADAM8	12
NM_003816	ADAM9	1978
NR_027638	ADAM9	0
NR_027639	ADAM9	0
NR_027878	ADAM9	0
NM_001145271	ADAMDEC1	0
NM_001145272	ADAMDEC1	0
NM_014479	ADAMDEC1	0
NR_156422	ADAMDEC1	0
NM_006988	ADAMTS1	1366
NM_001282352	ADAMTS10	8
NM_030957	ADAMTS10	390
NM_001324511	ADAMTS12	113
NM_001324512	ADAMTS12	141
NM_030955	ADAMTS12	1372
NM_139025	ADAMTS13	188
NM_139026	ADAMTS13	0
NM_139027	ADAMTS13	0
NR_024514	ADAMTS13	62
NM_080722	ADAMTS14	258
NM_139155	ADAMTS14	106
NM_139055	ADAMTS15	627
NM_139056	ADAMTS16	1239
NR_136935	ADAMTS16	78
NM_139057	ADAMTS17	109
NM_001326358	ADAMTS18	34
NM_199355	ADAMTS18	0
NM_133638	ADAMTS19	1273
NR_125748	ADAMTS19-AS1	18
NM_014244	ADAMTS2	294
NM_021599	ADAMTS2	121
NM_025003	ADAMTS20	997
NM_014243	ADAMTS3	532
NM_001320336	ADAMTS4	735
NM_005099	ADAMTS4	258
NM_007038	ADAMTS5	131
NM_197941	ADAMTS6	157
NR_135689	ADAMTS6	43
NM_014272	ADAMTS7	1884
NR_045529	ADAMTS7P1	0
NM_007037	ADAMTS8	1285
NM_001318781	ADAMTS9	0
NM_182920	ADAMTS9	55
NR_110150	ADAMTS9-AS1	0
NR_110151	ADAMTS9-AS1	0
NR_038264	ADAMTS9-AS2	2
NM_001040272	ADAMTSL1	73
NM_052866	ADAMTSL1	45
NM_001145320	ADAMTSL2	73
NM_014694	ADAMTSL2	3
NM_001301110	ADAMTSL3	99
NM_207517	ADAMTSL3	0
NM_001288607	ADAMTSL4	0
NM_001288608	ADAMTSL4	0
NM_001378596	ADAMTSL4	73
NM_019032	ADAMTSL4	15
NM_025008	ADAMTSL4	6
NR_104133	ADAMTSL4-AS1	29
NM_001367197	ADAMTSL5	0
NM_213604	ADAMTSL5	11
NM_001284308	ADAP1	0
NM_001284309	ADAP1	124
NM_001284310	ADAP1	0
NM_001284311	ADAP1	0
NM_006869	ADAP1	96
NM_001346712	ADAP2	0
NM_001346714	ADAP2	0
NM_001346716	ADAP2	0
NM_018404	ADAP2	11
NR_144488	ADAP2	0
NM_001025107	ADAR	4761
NM_001111	ADAR	904
NM_001193495	ADAR	484
NM_001365045	ADAR	37
NM_001365046	ADAR	44
NM_001365047	ADAR	307
NM_001365048	ADAR	0
NM_001365049	ADAR	511
NM_015840	ADAR	1507
NM_015841	ADAR	172
NM_001112	ADARB1	0
NM_001160230	ADARB1	0
NM_001346687	ADARB1	9
NM_001346688	ADARB1	0
NM_015833	ADARB1	72
NM_015834	ADARB1	182
NR_027672	ADARB1	14
NR_027673	ADARB1	120
NR_027674	ADARB1	0
NR_073200	ADARB1	0
NR_144483	ADARB1	0
NM_018702	ADARB2	103
NR_033387	ADARB2-AS1	2
NR_152792	ADARB2-AS1	0
NM_001324444	ADAT1	0
NM_001324445	ADAT1	545
NM_001324446	ADAT1	44
NM_001324448	ADAT1	0
NM_001324449	ADAT1	38
NM_001324450	ADAT1	46
NM_001324451	ADAT1	0
NM_001324452	ADAT1	170
NM_001324453	ADAT1	0
NM_012091	ADAT1	363
NM_001286259	ADAT2	266
NM_182503	ADAT2	354
NM_001329533	ADAT3	0
NM_138422	ADAT3	149
NM_001142545	ADCK1	14
NM_001366485	ADCK1	14
NM_001366486	ADCK1	0
NM_001366487	ADCK1	0
NM_001366488	ADCK1	4
NM_001366489	ADCK1	17
NM_001366490	ADCK1	48
NM_020421	ADCK1	65
NR_158987	ADCK1	43
NR_158988	ADCK1	0
NR_158989	ADCK1	62
NM_052853	ADCK2	966
NM_174922	ADCK5	203
NM_001281768	ADCY1	59
NM_021116	ADCY1	2464
NM_001167749	ADCY10	11
NM_001297772	ADCY10	0
NM_018417	ADCY10	0
NR_026938	ADCY10P1	36
NM_020546	ADCY2	4806
NM_001320613	ADCY3	70
NM_001377128	ADCY3	125
NM_001377129	ADCY3	64
NM_001377130	ADCY3	86
NM_001377131	ADCY3	142
NM_001377132	ADCY3	0
NM_004036	ADCY3	1564
NM_001198568	ADCY4	10
NM_001198592	ADCY4	0
NM_139247	ADCY4	0
NM_001199642	ADCY5	370
NM_001378259	ADCY5	45
NM_183357	ADCY5	518
NM_015270	ADCY6	1106
NR_110019	ADCY6-DT	0
NR_110020	ADCY6-DT	0
NM_001114	ADCY7	315
NM_001286057	ADCY7	26
NM_001115	ADCY8	794
NM_001116	ADCY9	1017
NM_001099733	ADCYAP1	6
NM_001117	ADCYAP1	0
NM_001118	ADCYAP1R1	111
NM_001199635	ADCYAP1R1	70
NM_001199636	ADCYAP1R1	0
NM_001199637	ADCYAP1R1	671
NM_001119	ADD1	1387
NM_001286645	ADD1	142
NM_001354754	ADD1	0
NM_001354755	ADD1	20
NM_001354756	ADD1	0
NM_001354757	ADD1	0
NM_001354758	ADD1	16
NM_001354759	ADD1	0
NM_001354761	ADD1	0
NM_001354762	ADD1	0
NM_014189	ADD1	323
NM_014190	ADD1	1070
NM_176801	ADD1	258
NM_001185054	ADD2	0
NM_001185055	ADD2	12
NM_001617	ADD2	3280
NM_017482	ADD2	2140
NM_017488	ADD2	346
NM_001121	ADD3	26
NM_001320591	ADD3	0
NM_001320592	ADD3	206
NM_001320593	ADD3	136
NM_001320594	ADD3	144
NM_016824	ADD3	4539
NM_019903	ADD3	1
NR_038943	ADD3-AS1	14
NM_024694	ADGB	1
NM_001083909	ADGRA1	15
NM_001291085	ADGRA1	7
NR_111905	ADGRA1-AS1	0
NM_032777.	ADGRA2	247
NM_145290	ADGRA3	6037
NM_001702	ADGRB1	197
NM_001294335	ADGRB2	0
NM_001294336	ADGRB2	734
NM_001364857	ADGRB2	643
NM_001704	ADGRB3	299
NM_001330497	ADGRD1	7
NM_198827	ADGRD1	0
NR_131950	ADGRD1-AS1	0
NR_131951	ADGRD1-AS1	0
NM_001256252	ADGRE1	0
NM_001256253	ADGRE1	0
NM_001256254	ADGRE1	0
NM_001256255	ADGRE1	0
NM_001974	ADGRE1	0
NM_001271052	ADGRE2	90
NM_013447	ADGRE2	26
NM_001289158	ADGRE3	0
NM_001289159	ADGRE3	0
NM_032571	ADGRE3	0
NR_024075	ADGRE4P	2
NM_001025160	ADGRE5	17
NM_001784	ADGRE5	87
NM_078481	ADGRE5	0
NM_025048	ADGRF1	3
NM_153840	ADGRF1	2
NM_001368115	ADGRF2	1
NM_153839	ADGRF2	3
NM_001145168	ADGRF3	0
NM_001145169	ADGRF3	20
NM_001321971	ADGRF3	29
NM_001321975	ADGRF3	4
NM_153835	ADGRF3	8
NR_135916	ADGRF3	77
NM_001347855	ADGRF4	0
NM_153838	ADGRF4	0
NM_001098518	ADGRF5	0
NM_015234	ADGRF5	0
NR_110658	ADGRF5-AS1	1
NM_001145770	ADGRG1	0
NM_001145771	ADGRG1	13
NM_001145772	ADGRG1	0
NM_001145773	ADGRG1	0
NM_001145774	ADGRG1	36
NM_001290142	ADGRG1	0
NM_001290143	ADGRG1	0
NM_001290144	ADGRG1	0
NM_001370428	ADGRG1	0
NM_001370429	ADGRG1	0
NM_001370430	ADGRG1	0
NM_001370431	ADGRG1	0
NM_001370432	ADGRG1	0
NM_001370433	ADGRG1	0
NM_001370434	ADGRG1	0
NM_001370435	ADGRG1	0
NM_001370436	ADGRG1	0
NM_001370437	ADGRG1	0
NM_001370438	ADGRG1	10
NM_001370439	ADGRG1	0
NM_001370440	ADGRG1	0
NM_001370441	ADGRG1	0
NM_001370442	ADGRG1	0
NM_001370451	ADGRG1	0
NM_001370453	ADGRG1	0
NM_001370454	ADGRG1	0
NM_005682	ADGRG1	0
NM_201524	ADGRG1	0
NM_201525	ADGRG1	0
NM_001079858	ADGRG2	284
NM_001079859	ADGRG2	0
NM_001079860	ADGRG2	0
NM_001184833	ADGRG2	338
NM_001184834	ADGRG2	108
NM_001184835	ADGRG2	152
NM_001184836	ADGRG2	235
NM_001184837	ADGRG2	0
NM_005756	ADGRG2	447
NM_001308360	ADGRG3	1
NM_170776	ADGRG3	0
NM_153834	ADGRG4	0
NM_001304376	ADGRG5	377
NM_001318481	ADGRG5	0
NM_153837	ADGRG5	47
NM_001032394	ADGRG6	21
NM_001032395	ADGRG6	190
NM_020455	ADGRG6	38
NM_198569	ADGRG6	339
NM_001308362	ADGRG7	0
NM_032787	ADGRG7	0
NM_001008701	ADGRL1	533
NM_014921	ADGRL1	2416
NR_045214	ADGRL1-AS1	90
NM_001297704	ADGRL2	6449
NM_001297705	ADGRL2	42
NM_001297706	ADGRL2	26
NM_001330645	ADGRL2	0
NM_001350698	ADGRL2	1483
NM_001350699	ADGRL2	169
NM_001366002	ADGRL2	36
NM_001366003	ADGRL2	0
NM_001366004	ADGRL2	50
NM_001366005	ADGRL2	111
NM_001366006	ADGRL2	0
NM_001366007	ADGRL2	195
NM_001366008	ADGRL2	0
NM_001366009	ADGRL2	1019
NM_012302	ADGRL2	3109
NM_001322246	ADGRL3	0
NM_001322402	ADGRL3	0
NM_001371342	ADGRL3	248
NM_001371343	ADGRL3	1
NM_001371344	ADGRL3	1
NM_001371345	ADGRL3	1
NM_001371346	ADGRL3	282
NM_001387522	ADGRL3	0
NM_001387523	ADGRL3	0
NM_001387524	ADGRL3	698
NM_001387525	ADGRL3	119
NM_001387526	ADGRL3	0
NM_001387527	ADGRL3	0
NM_001387528	ADGRL3	0
NM_001387529	ADGRL3	0
NM_001387530	ADGRL3	0
NM_001387531	ADGRL3	0
NM_001387532	ADGRL3	0
NM_001387533	ADGRL3	0
NM_001387534	ADGRL3	1
NM_001387535	ADGRL3	1
NM_001387536	ADGRL3	140
NM_001387537	ADGRL3	0
NM_001387538	ADGRL3	1
NM_001387539	ADGRL3	0
NM_001387540	ADGRL3	240
NM_001387541	ADGRL3	0
NM_001387542	ADGRL3	105
NM_001387543	ADGRL3	0
NM_001387544	ADGRL3	0
NM_001387545	ADGRL3	0
NM_001387546	ADGRL3	28
NM_001387547	ADGRL3	0
NM_001387548	ADGRL3	27
NM_001387549	ADGRL3	49
NM_001387552	ADGRL3	0
NM_015236	ADGRL3	0
NR_110595	ADGRL3-AS1	0
NM_022159	ADGRL4	26
NM_032119	ADGRV1	10575
NR_003149	ADGRV1	7351
NM_000667	ADH1A	9
NM_000668	ADH1B	3
NM_001286650	ADH1B	0
NM_000669	ADH1C	0
NR_133005	ADH1C	0
NM_000670	ADH4	36
NM_001306171	ADH4	0
NM_001306172	ADH4	0
NM_000671	ADH5	8808
NM_000672	ADH6	19
NM_001102470	ADH6	0
NR_132990	ADH6	1
NM_000673	ADH7	0
NM_001166504	ADH7	0
NM_144650	ADHFE1	21
NM_001306077	ADI1	524
NM_018269	ADI1	1526
NM_001018082	ADIG	0
NR_130907	ADIG	0
NM_001177800	ADIPOQ	6
NM_004797	ADIPOQ	3
NR_046662	ADIPOQ-AS1	0
NM_001290553	ADIPOR1	14
NM_001290557	ADIPOR1	73
NM_001290629	ADIPOR1	0
NM_015999	ADIPOR1	2550
NM_001375363	ADIPOR2	39
NM_001375364	ADIPOR2	2193
NM_001375365	ADIPOR2	495
NM_024551	ADIPOR2	105
NM_006829	ADIRF	0
NR_170177	ADIRF-AS1	0
NR_170178	ADIRF-AS1	0
NR_170179	ADIRF-AS1	0
NR_170180	ADIRF-AS1	0
NR_170181	ADIRF-AS1	0
NR_170182	ADIRF-AS1	0
NR_170183	ADIRF-AS1	15
NR_170184	ADIRF-AS1	45
NR_170185	ADIRF-AS1	0
NM_001123	ADK	682
NM_001202449	ADK	0
NM_001202450	ADK	2
NM_001369123	ADK	0
NM_001369124	ADK	24
NM_006721	ADK	259
NM_001124	ADM	1420
NM_001253845	ADM2	2
NM_001369882	ADM2	240
NM_001101340	ADM5	46
NM_001282531	ADNP	256
NM_001282532	ADNP	2998
NM_001347511	ADNP	0
NM_015339	ADNP	222
NM_181442	ADNP	165
NR_110007	ADNP-AS1	33
NR_110008	ADNP-AS1	0
NR_110009	ADNP-AS1	48
NM_014913	ADNP2	3720
NM_032804	ADO	2253
NM_000674	ADORA1	38
NM_001048230	ADORA1	33
NM_001365065	ADORA1	16
NM_001365066	ADORA1	28
NM_000675	ADORA2A	0
NM_001278497	ADORA2A	0
NM_001278498	ADORA2A	0
NM_001278499	ADORA2A	0
NM_001278500	ADORA2A	0
NR_103543	ADORA2A	0
NR_103544	ADORA2A	0
NR_028483	ADORA2A-AS1	5
NR_028484	ADORA2A-AS1	21
NM_000676	ADORA2B	178
NM_000677	ADORA3	0
NM_001302678	ADORA3	0
NM_001302679	ADORA3	0
NM_001365223	ADPGK	289
NM_001365224	ADPGK	95
NM_001365225	ADPGK	1217
NM_001365226	ADPGK	72
NM_001365227	ADPGK	32
NM_001365228	ADPGK	0
NM_001365229	ADPGK	61
NM_031284	ADPGK	1236
NR_040107	ADPGK-AS1	28
NM_001125	ADPRH	95
NM_001291949	ADPRH	55
NM_001291950	ADPRH	1
NM_001371092	ADPRH	0
NM_138430	ADPRHL1	35
NM_199162	ADPRHL1	0
NM_020233	ADPRM	121
NM_017825	ADPRS	892
NM_000680	ADRA1A	44
NM_001322502	ADRA1A	13
NM_001322503	ADRA1A	67
NM_001322504	ADRA1A	0
NM_033302	ADRA1A	0
NM_033303	ADRA1A	0
NM_033304	ADRA1A	0
NR_136343	ADRA1A	0
NM_000679	ADRA1B	3
NM_000678	ADRA1D	26
NM_000681	ADRA2A	142
NM_000682	ADRA2B	460
NM_000683	ADRA2C	624
NM_000684	ADRB1	7
NM_000024	ADRB2	70
NM_000025	ADRB3	1
NM_001281437	ADRM1	32
NM_001281438	ADRM1	205
NM_007002	ADRM1	2532
NM_175573	ADRM1	156
NM_000026	ADSL	381
NM_001123378	ADSL	270
NM_001317923	ADSL	30
NM_001363840	ADSL	4917
NR_134256	ADSL	403
NM_001320424	ADSS1	14
NM_152328	ADSS1	66
NM_199165	ADSS1	15
NM_001126	ADSS2	4788
NM_001365073	ADSS2	340
NM_001143948	ADTRP	0
NM_032744	ADTRP	1
NM_001129	AEBP1	1473
NM_001114176	AEBP2	0
NM_001267043	AEBP2	434
NM_001363736	AEBP2	0
NM_153207	AEBP2	1898
NM_022767	AEN	7127
NM_001134647	AFAP1	59
NM_001371090	AFAP1	23
NM_001371091	AFAP1	51
NM_198595	AFAP1	966
NR_026892	AFAP1-AS1	144
NM_001146337	AFAP1L1	0
NM_001323062	AFAP1L1	73
NM_001323063	AFAP1L1	28
NM_152406	AFAP1L1	212
NM_001001936	AFAP1L2	83
NM_001287824	AFAP1L2	0
NM_001351064	AFAP1L2	0
NM_001351065	AFAP1L2	0
NM_001351066	AFAP1L2	0
NM_001351067	AFAP1L2	0
NM_001351068	AFAP1L2	0
NM_001351069	AFAP1L2	135
NM_001351070	AFAP1L2	5
NM_001351071	AFAP1L2	0
NM_001351072	AFAP1L2	0
NM_001351073	AFAP1L2	6
NM_001351074	AFAP1L2	48
NM_001351075	AFAP1L2	0
NM_001351076	AFAP1L2	0
NM_001351077	AFAP1L2	0
NM_001351078	AFAP1L2	0
NM_001351079	AFAP1L2	0
NM_001351080	AFAP1L2	0
NM_032550	AFAP1L2	29
NM_001040000	AFDN	604
NM_001207008	AFDN	2444
NM_001291964	AFDN	816
NM_001366319	AFDN	1036
NM_001366320	AFDN	0
NM_001366321	AFDN	5002
NM_001386888	AFDN	0
NR_027906	AFDN-DT	43
NM_001166693	AFF1	2266
NM_001313959	AFF1	431
NM_001313960	AFF1	0
NM_005935	AFF1	0
NR_038841	AFF1-AS1	77
NM_001169122	AFF2	101
NM_001169123	AFF2	0
NM_001169124	AFF2	98
NM_001169125	AFF2	113
NM_001170628	AFF2	0
NM_002025	AFF2	0
NM_001025108	AFF3	0
NM_001386135	AFF3	1
NM_002285	AFF3	111
NM_014423	AFF4	4925
NM_001323005	AFG1L	0
NM_145315	AFG1L	242
NR_136553	AFG1L	7
NR_003226	AFG3L1P	164
NR_003227	AFG3L1P	160
NR_003228	AFG3L1P	29
NM_006796	AFG3L2	5323
NM_001133	AFM	0
NM_001010982	AFMID	352
NM_001145526	AFMID	160
NR_027083	AFMID	23
NM_001134	AFP	0
NM_001354717	AFP	142
NM_001002243	AFTPH	540
NM_001375969	AFTPH	45
NM_001375970	AFTPH	0
NM_001375971	AFTPH	0
NM_001375972	AFTPH	0
NM_001375973	AFTPH	65
NM_017657	AFTPH	556
NM_203437	AFTPH	0
NR_164746	AFTPH	96
NR_164747	AFTPH	1
NM_000027	AGA	592
NM_001171988	AGA	0
NR_033655	AGA	0
NM_001037131	AGAP1	463
NM_001244888	AGAP1	258
NM_014914	AGAP1	1028
NR_131900	AGAP1-IT1	18
NR_160521	AGAP10P	15
NM_133447	AGAP11	38
NR_029396	AGAP12P	24
NR_165819	AGAP13P	3
NR_165820	AGAP14P	0
NM_001122772	AGAP2	33
NM_014770	AGAP2	48
NR_027032	AGAP2-AS1	37
NM_001042535	AGAP3	29
NM_001281300	AGAP3	6
NM_001308304	AGAP3	0
NM_001308305	AGAP3	102
NM_001350102	AGAP3	209
NM_001350103	AGAP3	0
NM_001350104	AGAP3	44
NM_031946	AGAP3	514
NM_001276343	AGAP4	10
NM_001291379	AGAP4	43
NM_133446	AGAP4	17
NM_001144000	AGAP5	43
NM_001077665	AGAP6	289
NM_001365867	AGAP6	296
NR_126580	AGAP7P	74
NM_001190810	AGAP9	17
NM_001386094	AGBL1	0
NM_152336	AGBL1	4
NR_046012	AGBL1-AS1	0
NM_024783	AGBL2	28
NM_001345850	AGBL3	0
NM_001345851	AGBL3	0
NM_001345852	AGBL3	0
NM_001345853	AGBL3	0
NM_001367811	AGBL3	0
NM_001367812	AGBL3	0
NM_001367813	AGBL3	33
NM_001367814	AGBL3	0
NM_001367815	AGBL3	0
NM_001367816	AGBL3	2
NM_001367817	AGBL3	37
NM_001367818	AGBL3	6
NM_001367819	AGBL3	0
NM_178563	AGBL3	0
NR_144293	AGBL3	0
NR_160297	AGBL3	0
NR_160298	AGBL3	0
NR_160299	AGBL3	31
NR_160300	AGBL3	9
NM_001323573	AGBL4	0
NM_001323574	AGBL4	0
NM_001323575	AGBL4	29
NM_032785	AGBL4	0
NR_136623	AGBL4	0
NR_125988	AGBL4-AS1	0
NR_046839	AGBL4-IT1	0
NM_001035507	AGBL5	577
NM_021831	AGBL5	272
NR_104246	AGBL5	0
NR_138023	AGBL5	115
NR_046730	AGBL5-AS1	0
NM_001136	AGER	0
NM_001206929	AGER	1
NM_001206932	AGER	0
NM_001206934	AGER	15
NM_001206936	AGER	0
NM_001206940	AGER	0
NM_001206954	AGER	0
NM_001206966	AGER	0
NM_172197	AGER	0
NR_038190	AGER	56
NM_001135187	AGFG1	0
NM_001135188	AGFG1	899
NM_001135189	AGFG1	12
NM_004504	AGFG1	3174
NM_006076	AGFG2	233
NM_018046	AGGF1	1928
NM_001364948	AGK	136
NM_018238	AGK	864
NM_000028	AGL	202
NM_000642	AGL	2483
NM_000643	AGL	87
NM_000644	AGL	0
NM_000646	AGL	0
NM_024758	AGMAT	539
NM_001004320	AGMO	33
NM_001317122	AGO1	2920
NM_001317123	AGO1	0
NM_012199	AGO1	2920
NM_001164623	AGO2	0
NM_012154	AGO2	5186
NM_024852	AGO3	1857
NM_177422	AGO3	227
NM_017629	AGO4	866
NR_146062	AGO4	65
NM_001371437	AGPAT1	346
NM_001371438	AGPAT1	117
NM_001371439	AGPAT1	4
NM_006411	AGPAT1	1082
NM_032741	AGPAT1	0
NM_001012727	AGPAT2	68
NM_006412	AGPAT2	962
NM_001037553	AGPAT3	0
NM_001369878	AGPAT3	42
NM_001369880	AGPAT3	0
NM_001369881	AGPAT3	33
NM_020132	AGPAT3	165
NM_020133	AGPAT4	2240
NR_024277	AGPAT4-IT1	153
NM_018361	AGPAT5	11042
NM_003659	AGPS	4552
NM_006408	AGR2	9
NM_176813	AGR3	0
NM_001305275	AGRN	1209
NM_001364727	AGRN	303
NM_198576	AGRN	6680
NM_001138	AGRP	1
NM_001382817	AGT	0
NM_001384479	AGT	5
NM_001286715	AGTPBP1	187
NM_001286717	AGTPBP1	43
NM_001330701	AGTPBP1	3089
NM_015239	AGTPBP1	840
NM_000685	AGTR1	0
NM_001382736	AGTR1	0
NM_001382737	AGTR1	0
NM_004835	AGTR1	0
NM_009585	AGTR1	6
NM_031850	AGTR1	0
NM_032049	AGTR1	0
NM_000686	AGTR2	0
NM_001385624	AGTR2	0
NM_001040194	AGTRAP	279
NM_001040195	AGTRAP	42
NM_001040196	AGTRAP	0
NM_001040197	AGTRAP	269
NM_020350	AGTRAP	774
NM_000030	AGXT	14
NM_001306173	AGXT2	2
NM_031900	AGXT2	0
NM_001323342	AHCTF1	4856
NM_001323343	AHCTF1	493
NM_015446	AHCTF1	0
NR_136586	AHCTF1	232
NR_077058	AHCTF1P1	20
NM_000687	AHCY	9087
NM_001161766	AHCY	0
NM_001322084	AHCY	248
NM_001322085	AHCY	0
NM_001322086	AHCY	0
NM_001362750	AHCY	762
NM_001242673	AHCYL1	95
NM_001242674	AHCYL1	49
NM_001242675	AHCYL1	0
NM_001242676	AHCYL1	104
NM_006621	AHCYL1	3061
NM_001130720	AHCYL2	873
NM_001130722	AHCYL2	0
NM_001130723	AHCYL2	21
NM_015328	AHCYL2	218
NM_001029882	AHDC1	28
NM_001371928	AHDC1	247
NM_001134830	AHI1	170
NM_001134831	AHI1	212
NM_001134832	AHI1	607
NM_001350503	AHI1	65
NM_001350504	AHI1	0
NM_017651	AHI1	0
NM_001346445	AHNAK	316
NM_001346446	AHNAK	0
NM_001620	AHNAK	921
NM_024060	AHNAK	0
NM_001350929	AHNAK2	1
NM_138420	AHNAK2	220
NM_001621	AHR	803
NM_001377236	AHRR	0
NM_001377239	AHRR	52
NM_001321441	AHSA1	82
NM_012111	AHSA1	3523
NR_152210	AHSA2P	227
NR_152211	AHSA2P	15
NR_152212	AHSA2P	49
NR_152213	AHSA2P	215
NR_152215	AHSA2P	15
NR_152216	AHSA2P	1207
NM_001354571	AHSG	0
NM_001354572	AHSG	10
NM_001354573	AHSG	0
NM_001622	AHSG	0
NM_001318221	AHSP	0
NM_001318222	AHSP	22
NM_016633	AHSP	0
NM_001330343	AICDA	0
NM_020661	AICDA	34
NM_022831	AIDA	3941
NM_001318970	AIF1	0
NM_001623	AIF1	18
NM_032955	AIF1	78
NM_001185095	AIF1L	0
NM_001185096	AIF1L	28
NM_031426	AIF1L	6076
NR_033701	AIF1L	383
NM_001130846	AIFM1	82
NM_001130847	AIFM1	0
NM_004208	AIFM1	1016
NM_145812	AIFM1	9
NR_132647	AIFM1	9
NM_001198696	AIFM2	109
NM_032797	AIFM2	189
NM_001018060	AIFM3	16
NM_001146288	AIFM3	0
NM_001386814	AIFM3	0
NM_144704	AIFM3	0
NR_027464	AIFM3	0
NM_001286587	AIG1	27
NM_001286588	AIG1	125
NM_001286589	AIG1	240
NM_001363721	AIG1	405
NM_001366344	AIG1	2
NM_001366345	AIG1	0
NM_001366346	AIG1	85
NM_001366347	AIG1	47
NM_001366348	AIG1	5
NM_001366349	AIG1	67
NM_001366350	AIG1	0
NM_001366351	AIG1	0
NM_001366352	AIG1	0
NM_001366353	AIG1	0
NM_001366354	AIG1	51
NM_001366355	AIG1	23
NM_001366356	AIG1	224
NM_001366357	AIG1	333
NM_001366358	AIG1	0
NM_001366359	AIG1	0
NM_001366361	AIG1	0
NM_001366362	AIG1	15
NM_001366363	AIG1	95
NM_016108	AIG1	459
NR_158896	AIG1	0
NR_158960	AIG1	103
NM_001348247	AIM2	0
NM_004833	AIM2	30
NM_001142415	AIMP1	39
NM_001142416	AIMP1	1930
NM_004757	AIMP1	254
NM_001326606	AIMP2	48
NM_001326607	AIMP2	81
NM_001326609	AIMP2	0
NM_001326610	AIMP2	21
